altitude,availableBikes,availableDocks,city,id,is_renting,kioskType,landMark,lastCommunicationTime,latitude,location,longitude,postalCode,stAddress1,stAddress2,stationName,status,statusKey,statusValue,testStation,totalDocks
0.0,6,12,Chicago,80,True,True,Chicago,2022-02-22 22:10:11,41.880419,Chicago,-87.655519,60602,Chicago,Chicago,Aberdeen St & Monroe St,IN_SERVICE,1,IN_SERVICE,False,19
0.0,4,35,Chicago,81,True,True,Chicago,2022-02-22 22:10:29,41.884241,Chicago,-87.629634,60602,Chicago,Chicago,Daley Center Plaza,IN_SERVICE,1,IN_SERVICE,False,39
0.0,8,9,Chicago,84,True,True,Chicago,2022-02-22 23:37:31,41.891578,Chicago,-87.648384,60602,Chicago,Chicago,Milwaukee Ave & Grand Ave,IN_SERVICE,1,IN_SERVICE,False,19
0.0,23,0,Chicago,85,True,True,Chicago,2022-02-22 11:19:55,41.90096039,Chicago,-87.62377664,60602,Chicago,Chicago,Michigan Ave & Oak St,IN_SERVICE,1,IN_SERVICE,False,23
0.0,6,13,Chicago,86,True,True,Chicago,2022-02-22 22:28:46,41.89637337,Chicago,-87.66098386,60602,Chicago,Chicago,Eckhart Park,IN_SERVICE,1,IN_SERVICE,False,19
0.0,7,12,Chicago,87,True,True,Chicago,2022-02-23 00:26:18,41.92556258,Chicago,-87.65840426,60602,Chicago,Chicago,Racine Ave & Fullerton Ave,IN_SERVICE,1,IN_SERVICE,False,19
0.0,11,8,Chicago,88,True,True,Chicago,2022-02-22 17:06:54,41.884069,Chicago,-87.656853,60602,Chicago,Chicago,Racine Ave & Randolph St,IN_SERVICE,1,IN_SERVICE,False,19
0.0,5,26,Chicago,89,True,True,Chicago,2022-02-22 19:03:59,41.8750236280333,Chicago,-87.6330940425396,60602,Chicago,Chicago,Financial Pl & Ida B Wells Dr,IN_SERVICE,1,IN_SERVICE,False,31
0.0,3,43,Chicago,90,True,True,Chicago,2022-02-22 21:58:33,41.8810317,Chicago,-87.62408432,60602,Chicago,Chicago,Millennium Park,IN_SERVICE,1,IN_SERVICE,False,47
0.0,15,15,Chicago,91,True,True,Chicago,2022-02-22 23:18:02,41.88338,Chicago,-87.64117,60602,Chicago,Chicago,Clinton St & Washington Blvd,IN_SERVICE,1,IN_SERVICE,False,31
0.0,16,2,Chicago,92,True,True,Chicago,2022-02-23 02:01:41,41.894556,Chicago,-87.653449,60602,Chicago,Chicago,Carpenter St & Huron St,IN_SERVICE,1,IN_SERVICE,False,19
0.0,5,10,Chicago,93,True,True,Chicago,2022-02-22 21:21:07,41.913688,Chicago,-87.652855,60602,Chicago,Chicago,Sheffield Ave & Willow St,IN_SERVICE,1,IN_SERVICE,False,15
0.0,10,21,Chicago,94,True,True,Chicago,2022-02-22 22:28:44,41.918306,Chicago,-87.636282,60602,Chicago,Chicago,Clark St & Armitage Ave,IN_SERVICE,1,IN_SERVICE,False,31
0.0,2,9,Chicago,95,True,True,Chicago,2022-02-22 05:00:03,41.778881,Chicago,-87.586647,60602,Chicago,Chicago,Stony Island Ave & 64th St,IN_SERVICE,1,IN_SERVICE,False,11
0.0,3,18,Chicago,96,True,True,Chicago,2022-02-22 22:18:55,41.88461618962,Chicago,-87.6445705849,60602,Chicago,Chicago,Desplaines St & Randolph St,IN_SERVICE,1,IN_SERVICE,False,23
0.0,4,51,Chicago,97,True,True,Chicago,2022-02-22 04:54:17,41.865312,Chicago,-87.617867,60602,Chicago,Chicago,Field Museum,IN_SERVICE,1,IN_SERVICE,False,55
0.0,0,15,Chicago,98,True,True,Chicago,2022-02-22 20:14:11,41.882664,Chicago,-87.63253,60602,Chicago,Chicago,LaSalle St & Washington St,IN_SERVICE,1,IN_SERVICE,False,15
0.0,16,2,Chicago,99,True,True,Chicago,2022-02-22 21:49:56,41.892592119709725,Chicago,-87.61728912591934,60602,Chicago,Chicago,McClurg Ct & Ohio St,IN_SERVICE,1,IN_SERVICE,False,19
0.0,1,34,Chicago,100,True,True,Chicago,2022-02-22 20:02:56,41.888243,Chicago,-87.63639,60602,Chicago,Chicago,Orleans St & Merchandise Mart Plaza,IN_SERVICE,1,IN_SERVICE,False,35
0.0,3,12,Chicago,101,True,True,Chicago,2022-02-22 14:08:18,41.78091096424803,Chicago,-87.57632374763489,60602,Chicago,Chicago,63rd St Beach,IN_SERVICE,1,IN_SERVICE,False,15
0.0,2,9,Chicago,102,True,True,Chicago,2022-02-22 05:00:02,41.77345849948,Chicago,-87.5853397391,60602,Chicago,Chicago,Stony Island Ave & 67th St,IN_SERVICE,1,IN_SERVICE,False,11
0.0,7,8,Chicago,103,True,True,Chicago,2022-02-22 04:44:03,41.87146651779,Chicago,-87.6409491327,60602,Chicago,Chicago,Clinton St & Polk St,IN_SERVICE,1,IN_SERVICE,False,15
0.0,4,23,Chicago,106,True,True,Chicago,2022-02-23 01:06:29,41.897448,Chicago,-87.628722,60602,Chicago,Chicago,State St & Pearson St,IN_SERVICE,1,IN_SERVICE,False,27
0.0,2,25,Chicago,107,True,True,Chicago,2022-02-22 21:08:04,41.87811890091227,Chicago,-87.64394760131836,60602,Chicago,Chicago,Desplaines St & Jackson Blvd,IN_SERVICE,1,IN_SERVICE,False,27
0.0,1,18,Chicago,108,True,True,Chicago,2022-02-22 20:43:33,41.87184,Chicago,-87.64664,60602,Chicago,Chicago,Halsted St & Polk St,IN_SERVICE,1,IN_SERVICE,False,19
0.0,2,17,Chicago,109,True,True,Chicago,2022-02-22 22:17:02,41.874754,Chicago,-87.649807,60602,Chicago,Chicago,900 W Harrison St,IN_SERVICE,1,IN_SERVICE,False,19
0.0,11,15,Chicago,110,True,True,Chicago,2022-02-22 22:55:31,41.893992,Chicago,-87.629318,60602,Chicago,Chicago,Dearborn St & Erie St,IN_SERVICE,1,IN_SERVICE,False,27
0.0,6,20,Chicago,111,True,True,Chicago,2022-02-22 18:35:36,41.894666,Chicago,-87.638437,60602,Chicago,Chicago,Sedgwick St & Huron St,IN_SERVICE,1,IN_SERVICE,False,27
0.0,10,1,Chicago,112,True,True,Chicago,2022-02-22 22:34:35,41.88318130597391,Chicago,-87.64872461557388,60602,Chicago,Chicago,Green St & Randolph St,IN_SERVICE,1,IN_SERVICE,False,11
0.0,8,7,Chicago,113,True,True,Chicago,2022-02-22 23:18:46,41.91801814237187,Chicago,-87.65218198299408,60602,Chicago,Chicago,Bissell St & Armitage Ave,IN_SERVICE,1,IN_SERVICE,False,15
0.0,8,19,Chicago,114,True,True,Chicago,2022-02-22 20:03:58,41.949399,Chicago,-87.654529,60602,Chicago,Chicago,Sheffield Ave & Waveland Ave,IN_SERVICE,1,IN_SERVICE,False,27
0.0,14,9,Chicago,115,True,True,Chicago,2022-02-22 20:57:37,41.9362534831413,Chicago,-87.65266209840775,60602,Chicago,Chicago,Sheffield Ave & Wellington Ave,IN_SERVICE,1,IN_SERVICE,False,23
0.0,0,14,Chicago,116,True,True,Chicago,2022-02-22 21:42:29,41.91552,Chicago,-87.687022,60602,Chicago,Chicago,Western Ave & Winnebago Ave,IN_SERVICE,1,IN_SERVICE,False,15
0.0,1,26,Chicago,117,True,True,Chicago,2022-02-23 00:09:41,41.94018,Chicago,-87.65304,60602,Chicago,Chicago,Wilton Ave & Belmont Ave,IN_SERVICE,1,IN_SERVICE,False,27
0.0,11,8,Chicago,118,True,True,Chicago,2022-02-22 20:46:41,41.911386,Chicago,-87.638677,60602,Chicago,Chicago,Sedgwick St & North Ave,IN_SERVICE,1,IN_SERVICE,False,19
0.0,14,5,Chicago,119,True,True,Chicago,2022-02-22 22:05:24,41.88592,Chicago,-87.66717,60602,Chicago,Chicago,Ashland Ave & Lake St,IN_SERVICE,1,IN_SERVICE,False,19
0.0,12,7,Chicago,120,True,True,Chicago,2022-02-22 19:10:01,41.85308455741279,Chicago,-87.63193130493164,60602,Chicago,Chicago,Wentworth Ave & Cermak Rd,IN_SERVICE,1,IN_SERVICE,False,19
0.0,10,9,Chicago,121,True,True,Chicago,2022-02-22 18:38:56,41.802562,Chicago,-87.590368,60602,Chicago,Chicago,Blackstone Ave & Hyde Park Blvd,IN_SERVICE,1,IN_SERVICE,False,19
0.0,5,10,Chicago,122,True,True,Chicago,2022-02-22 19:12:24,41.87501,Chicago,-87.67328,60602,Chicago,Chicago,Ogden Ave & Congress Pkwy,IN_SERVICE,1,IN_SERVICE,False,15
0.0,13,2,Chicago,123,True,True,Chicago,2022-02-23 01:09:09,41.922695,Chicago,-87.697153,60602,Chicago,Chicago,California Ave & Milwaukee Ave,IN_SERVICE,1,IN_SERVICE,False,15
0.0,9,6,Chicago,124,True,True,Chicago,2022-02-22 20:09:01,41.854966518753926,Chicago,-87.67569959163664,60602,Chicago,Chicago,Damen Ave & Cullerton St,IN_SERVICE,1,IN_SERVICE,False,15
0.0,7,15,Chicago,125,True,True,Chicago,2022-02-22 17:40:06,41.890173,Chicago,-87.626185,60602,Chicago,Chicago,Rush St & Hubbard St,IN_SERVICE,1,IN_SERVICE,False,23
0.0,0,15,Chicago,126,True,True,Chicago,2022-02-22 21:20:30,41.911974,Chicago,-87.631942,60602,Chicago,Chicago,Clark St & North Ave,IN_SERVICE,1,IN_SERVICE,False,15
0.0,6,9,Chicago,127,True,True,Chicago,2022-02-22 20:31:38,41.924161029067626,Chicago,-87.64638036489487,60602,Chicago,Chicago,Lincoln Ave & Fullerton Ave,IN_SERVICE,1,IN_SERVICE,False,15
0.0,12,4,Chicago,128,True,True,Chicago,2022-02-22 21:53:50,41.895769,Chicago,-87.67722,60602,Chicago,Chicago,Damen Ave & Chicago Ave,IN_SERVICE,1,IN_SERVICE,False,19
0.0,3,12,Chicago,129,True,True,Chicago,2022-02-22 18:24:47,41.857556,Chicago,-87.661535,60602,Chicago,Chicago,Blue Island Ave & 18th St,IN_SERVICE,1,IN_SERVICE,False,15
0.0,2,17,Chicago,130,True,True,Chicago,2022-02-22 23:05:33,41.903266,Chicago,-87.678435,60602,Chicago,Chicago,Damen Ave & Division St,IN_SERVICE,1,IN_SERVICE,False,19
0.0,5,10,Chicago,131,True,True,Chicago,2022-02-23 01:29:31,41.939365,Chicago,-87.668385,60602,Chicago,Chicago,Lincoln Ave & Belmont Ave,IN_SERVICE,1,IN_SERVICE,False,15
0.0,6,8,Chicago,132,True,True,Chicago,2022-02-23 02:13:34,41.85008369347577,Chicago,-87.6321405172348,60602,Chicago,Chicago,Wentworth Ave & 24th St (Temp),IN_SERVICE,1,IN_SERVICE,False,15
0.0,2,24,Chicago,133,True,True,Chicago,2022-02-22 23:12:58,41.88917683258,Chicago,-87.6385057718,60602,Chicago,Chicago,Kingsbury St & Kinzie St,IN_SERVICE,1,IN_SERVICE,False,31
0.0,16,3,Chicago,134,True,True,Chicago,2022-02-23 02:39:10,41.8776415962753,Chicago,-87.64961779117584,60602,Chicago,Chicago,Peoria St & Jackson Blvd,IN_SERVICE,1,IN_SERVICE,False,19
0.0,6,5,Chicago,135,True,True,Chicago,2022-02-22 02:08:28,41.85377981072743,Chicago,-87.6466029882431,60602,Chicago,Chicago,Halsted St & 21st St,IN_SERVICE,1,IN_SERVICE,False,11
0.0,2,12,Chicago,136,True,True,Chicago,2022-02-23 00:53:39,41.865054,Chicago,-87.656959,60602,Chicago,Chicago,Racine Ave & 13th St,IN_SERVICE,1,IN_SERVICE,False,15
0.0,12,3,Chicago,137,True,True,Chicago,2022-02-22 18:51:57,41.862378,Chicago,-87.651062,60602,Chicago,Chicago,Morgan Ave & 14th Pl,IN_SERVICE,1,IN_SERVICE,False,15
0.0,7,6,Chicago,138,True,True,Chicago,2022-02-22 23:01:20,41.904613,Chicago,-87.640552,60602,Chicago,Chicago,Clybourn Ave & Division St,IN_SERVICE,1,IN_SERVICE,False,15
0.0,11,7,Chicago,140,True,True,Chicago,2022-02-22 23:48:16,41.898969,Chicago,-87.629912,60602,Chicago,Chicago,Dearborn Pkwy & Delaware Pl,IN_SERVICE,1,IN_SERVICE,False,19
0.0,0,23,Chicago,141,True,True,Chicago,2022-02-22 19:10:54,41.915689,Chicago,-87.6346,60602,Chicago,Chicago,Clark St & Lincoln Ave,IN_SERVICE,1,IN_SERVICE,False,23
0.0,9,22,Chicago,142,True,True,Chicago,2022-02-22 23:06:17,41.894503,Chicago,-87.617854,60602,Chicago,Chicago,McClurg Ct & Erie St,IN_SERVICE,1,IN_SERVICE,False,31
0.0,3,12,Chicago,143,True,True,Chicago,2022-02-23 00:25:30,41.922167,Chicago,-87.638888,60602,Chicago,Chicago,Sedgwick St & Webster Ave,IN_SERVICE,1,IN_SERVICE,False,15
